filename,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,label
blues.00000.au,-119.0180435180664,49.94442367553711,125.0803451538086,16.18990707397461,-23.394332885742188,19.115283966064453,41.32173156738281,13.48751449584961,-5.931896686553955,12.34808349609375,20.092750549316406,8.681816101074219,-16.031522750854492,6.329928398132324,17.811023712158203,9.211068153381348,-14.643774032592773,9.12891960144043,10.21831226348877,9.801149368286133,-9.701552391052246,8.160587310791016,10.16897964477539,6.727325439453125,-4.672667503356934,5.851513385772705,8.364334106445312,6.888390064239502,-7.225304126739502,6.547813892364502,-2.8816678524017334,6.288646221160889,-3.230046272277832,6.050360202789307,0.6963852047920227,6.145415782928467,-5.035944938659668,5.802460670471191,-0.23958493769168854,6.6195831298828125,blues
blues.00001.au,-266.53106689453125,123.49076843261719,116.67671203613281,20.498519897460938,17.117645263671875,22.83453941345215,45.66341018676758,13.839988708496094,15.807183265686035,13.204447746276855,24.914493560791016,9.592852592468262,-1.164439082145691,19.254915237426758,23.79352378845215,9.035958290100098,-1.451269507408142,14.940452575683594,11.245293617248535,8.13182258605957,0.551525354385376,7.99359655380249,9.92648983001709,6.598008155822754,0.8166616559028625,6.818702220916748,5.2523722648620605,6.694909572601318,-3.0055735111236572,5.422842025756836,1.6224799156188965,6.302157878875732,1.295678734779358,4.690036296844482,0.11645795404911041,4.455592155456543,-0.8429118394851685,4.611215591430664,0.3865329325199127,4.684168338775635,blues
blues.00002.au,-114.70075225830078,56.62913131713867,129.31040954589844,33.275726318359375,-25.687049865722656,18.66147232055664,34.934654235839844,14.73759651184082,-17.625770568847656,17.663021087646484,27.660404205322266,11.22254467010498,-16.622724533081055,13.323862075805664,4.9843034744262695,14.223077774047852,-13.170804977416992,8.447086334228516,5.413442611694336,10.500943183898926,-17.335546493530273,8.104706764221191,1.8933556079864502,7.842456340789795,-8.801987648010254,6.744144439697266,-3.990532398223877,7.6359381675720215,-9.495915412902832,5.464223384857178,2.9161434173583984,6.010392665863037,-7.18142557144165,6.670701503753662,-2.9043209552764893,7.0279059410095215,-2.062209129333496,6.2134504318237305,-4.316792011260986,4.765608787536621,blues
blues.00003.au,-228.2259063720703,73.33295440673828,157.79217529296875,18.586172103881836,5.649008274078369,16.989315032958984,25.817138671875,9.20814037322998,7.138374328613281,12.269651412963867,9.392560005187988,9.88502025604248,1.0389254093170166,8.346498489379883,8.889495849609375,7.954288482666016,1.6759263277053833,7.87371826171875,7.826920032501221,4.550615310668945,2.7244672775268555,6.64668083190918,4.687434196472168,4.589819431304932,-1.7626291513442993,4.713088035583496,-0.6028382182121277,4.927371978759766,-0.8691318035125732,5.567137718200684,1.760998249053955,5.40561580657959,1.9301166534423828,4.948845863342285,3.0338783264160156,3.8120057582855225,-0.1258554309606552,5.001430034637451,-4.150959014892578,5.241764068603516,blues
blues.00004.au,-180.6820526123047,56.421539306640625,148.57852172851562,21.93988800048828,-41.67660903930664,15.221092224121094,27.568742752075195,9.959091186523438,-32.90586471557617,9.300557136535645,14.444767951965332,7.762778282165527,-28.373001098632812,7.572227954864502,-0.09562765061855316,7.466005325317383,-14.374340057373047,7.561388969421387,3.124122142791748,8.434198379516602,-19.206314086914062,8.458977699279785,2.787799119949341,8.819070816040039,-10.353668212890625,10.187101364135742,-2.3442397117614746,9.722579956054688,-12.900603294372559,8.034634590148926,-6.546219348907471,7.640230178833008,-8.452253341674805,10.223899841308594,3.738459587097168,7.3169684410095215,-8.596152305603027,7.132567882537842,-13.314836502075195,8.644182205200195,blues
blues.00005.au,-246.07566833496094,95.44586944580078,162.99627685546875,27.455429077148438,-7.900265693664551,30.82061195373535,33.96864700317383,16.974159240722656,-18.322994232177734,16.863290786743164,10.61111068725586,9.516728401184082,-23.58368682861328,9.031362533569336,2.864670991897583,8.81678295135498,-4.69435977935791,9.56223201751709,4.073455333709717,8.300711631774902,-13.971253395080566,4.762681484222412,-5.004817485809326,8.613320350646973,-10.499553680419922,6.677740573883057,-3.9164986610412598,4.944803714752197,-7.19105339050293,5.021229267120361,-4.912480354309082,6.182314872741699,0.8094890117645264,4.275557041168213,-3.503602981567383,4.845917224884033,-4.329749584197998,5.660996437072754,-6.79472541809082,4.824583530426025,blues
blues.00006.au,-154.916259765625,77.68466186523438,111.5143051147461,58.33071517944336,-47.3430290222168,26.091690063476562,42.906227111816406,24.894962310791016,-2.8727595806121826,38.947750091552734,6.343803405761719,19.303844451904297,-25.06562042236328,16.300504684448242,-2.434342384338379,10.611014366149902,-12.028339385986328,11.940303802490234,-7.775104999542236,14.057711601257324,-13.406673431396484,10.907520294189453,1.4493790864944458,9.923775672912598,-7.853641510009766,8.105003356933594,-13.158743858337402,6.492316246032715,-7.266078472137451,10.208000183105469,-7.720585346221924,10.939696311950684,-11.297014236450195,9.618758201599121,-8.372663497924805,6.075310707092285,-6.932212829589844,8.081778526306152,-9.56727123260498,8.964714050292969,blues
blues.00007.au,-202.26832580566406,78.9817123413086,140.1060028076172,15.430439949035645,-27.41129493713379,21.044404983520508,36.94336700439453,16.619956970214844,1.9740633964538574,19.74074935913086,23.97391128540039,10.94992733001709,-25.867393493652344,12.909095764160156,19.80865478515625,12.341545104980469,-13.893503189086914,15.435450553894043,0.4399043023586273,13.09774112701416,-4.512460708618164,10.554081916809082,-3.903414249420166,8.05395221710205,-5.249878406524658,11.478334426879883,-8.505508422851562,7.5611186027526855,-8.583916664123535,10.972352027893066,-8.74739933013916,7.203696250915527,-8.889569282531738,6.965479373931885,-13.747008323669434,7.467402935028076,-2.933515787124634,7.851802349090576,-4.306784629821777,7.297869682312012,blues
blues.00008.au,-104.78234100341797,47.3040771484375,124.98209381103516,24.597448348999023,-17.475671768188477,18.092926025390625,45.68689727783203,14.17618179321289,-8.872108459472656,11.780278205871582,21.32703399658203,12.448221206665039,-23.713642120361328,6.861846446990967,22.487586975097656,8.328227996826172,-12.890993118286133,5.317966461181641,21.665952682495117,6.121169090270996,-6.127696990966797,5.712094783782959,6.3014984130859375,7.818108081817627,-14.676753997802734,7.482898235321045,5.366209506988525,5.9763922691345215,-5.378076553344727,4.862689971923828,-1.4009662866592407,7.684713840484619,-9.08176040649414,4.7476630210876465,3.6147475242614746,6.713439464569092,5.112665176391602,5.484525203704834,-2.2361643314361572,5.365493297576904,blues
blues.00009.au,-191.2975311279297,69.11737060546875,110.31455993652344,34.905303955078125,-16.99912452697754,23.020584106445312,49.19419479370117,19.315059661865234,-29.617889404296875,17.891721725463867,17.904407501220703,22.417755126953125,-15.191267967224121,13.063997268676758,9.086762428283691,8.50959300994873,-15.11591625213623,8.615851402282715,8.657025337219238,9.183107376098633,-11.591278076171875,9.853971481323242,5.785738945007324,10.335887908935547,-4.663637638092041,5.29187536239624,-8.735687255859375,8.637835502624512,-1.6106135845184326,10.55613899230957,-2.937783718109131,6.371012210845947,-4.475558757781982,7.501767635345459,-0.8093492984771729,9.467411994934082,1.8383675813674927,8.400779724121094,-12.372054100036621,12.01713752746582,blues
